"first_name","last_name","company_name","address","city","province","postal","phone1","phone2","email","web"
"Judy","Boerboom","Crissey Fowler Lumber Co","384 N Main St","Paradise","NL","A1L 0H4","709-560-7848","709-591-5287","jboerboom@boerboom.com","http://www.crisseyfowlerlumberco.com"
"Celestine","Pritt","James Heistand Inc","79 E 92nd St","Ottawa","ON","K1G 3B6","613-875-3120","613-291-6460","celestine_pritt@cox.net","http://www.jamesheistandinc.com"
"Murray","Fode","Hughes, Richard D Esq","59 W Century Rd","Pointe-Claire","QC","H9R 5N9","514-921-5562","514-750-8459","mfode@yahoo.com","http://www.hughesricharddesq.com"
"Shoshana","Courter","Harry Jersig Center","8763 N Front St","Windsor","ON","N8Y 4T9","519-396-2906","519-248-6688","shoshana@courter.org","http://www.harryjersigcenter.com"
"Glendora","Pezley","John L Scott Real Estate","2 80e E #7867","Edmonton","AB","T5Y 3J7","780-508-2609","780-799-6593","glendora.pezley@cox.net","http://www.johnlscottrealestate.com"
"Carlene","Kana","Oregon Cherry Growers Inc","541 N 88th Ave","Brantford","ON","N3T 2H4","519-930-5055","519-842-4775","ckana@kana.com","http://www.oregoncherrygrowersinc.com"
"Adria","Gilliam","Brokers Marketplace","60 15th Ave","Hamilton","ON","L8N 2V6","905-563-9396","905-791-6993","adria_gilliam@cox.net","http://www.brokersmarketplace.com"
"Paola","Perkins","M K Goulding And Associates","3951 Seaway Dr","Grande Prairie","AB","T8V 4G4","780-573-8903","780-404-4349","paola.perkins@aol.com","http://www.mkgouldingandassociates.com"
"Elina","Maury","Hobson Printing Co","2097 N Stonestreet Ave","North York","ON","M6M 3B1","416-582-4379","416-549-4416","elina.maury@hotmail.com","http://www.hobsonprintingco.com"
"Emile","Dorio","Olson, Waldine H Esq","264 Jefferson Hwy #83","Saint-Bruno","QC","J3V 4R8","450-529-3773","450-775-4103","edorio@cox.net","http://www.olsonwaldinehesq.com"
"Zoila","Lannigan","Fox Chase Federal Savings Bank","40 N Dean St","York","ON","M6N 3Z2","416-322-9207","416-344-1276","zlannigan@aol.com","http://www.foxchasefederalsavingsbank.com"
"Yong","Yestramski","Kraft Foodservice Inc","365 Zebra Pl","Brantford","ON","N3R 3C6","519-344-3979","519-322-6001","yong_yestramski@aol.com","http://www.kraftfoodserviceinc.com"
"Leontine","Stalma","Comprehensive Environ Svc Inc","859 Franquette Ave","Simcoe","ON","N3Y 5H1","519-641-7145","519-623-8354","lstalma@stalma.org","http://www.comprehensiveenvironsvcinc.com"
"Troy","Dicus","Quick Turn Circuits Inc","58 Calle Arroyo","Trenton","ON","K8V 3Z2","613-938-7999","613-442-6727","troy_dicus@yahoo.com","http://www.quickturncircuitsinc.com"
"Annamaria","Vanhuss","Call, Dell R","8348 1st Ave W","Dundas","ON","L9H 2C3","905-495-3301","905-988-1388","annamaria.vanhuss@cox.net","http://www.calldellr.com"
"Dorothea","Lowther","Herline, Georgia","2763 Fort Campbell Blvd #7554","Sudbury","ON","P3E 2W9","705-793-4986","705-509-4817","dorothea_lowther@yahoo.com","http://www.herlinegeorgia.com"
"Marion","Letran","Snyder, Daniel Esq","5670 Leonis Blvd","Gatineau","QC","J8Y 5Z4","819-966-7240","819-730-7626","marion_letran@cox.net","http://www.snyderdanielesq.com"
"Avery","Masso","Far Western Trophy & Awards","6 Central Ave #664","Amherst","NS","B4H 1N1","902-588-8947","902-665-5755","avery.masso@hotmail.com","http://www.farwesterntrophyawards.com"
"Trinidad","Bredernitz","Tmr The Music Room","75 N Washington Ave","Lasalle","QC","H8N 1S9","514-561-2312","514-780-9059","trinidad@yahoo.com","http://www.tmrthemusicroom.com"
"Herminia","Penso","Jurgemeyer Frey & Haufe","880 W South Water Market","Fort McMurray","AB","T9H 3A8","780-740-5294","780-702-4324","hpenso@cox.net","http://www.jurgemeyerfreyhaufe.com"
"Val","Bigaud","Mpsi Systems Inc","42 N 16th St #620","Montreal","QC","H2C 3A1","514-726-2573","514-233-5869","val_bigaud@aol.com","http://www.mpsisystemsinc.com"
"Renay","Oviedo","Wanek, Jerrold Esq","873 E Cumberland St","North York","ON","M6B 3Y3","416-336-6767","416-797-3846","renay.oviedo@oviedo.com","http://www.wanekjerroldesq.com"
"Buck","Kotow","Black Drill Co Inc","863 Mcgilchrist St Se","Thunder Bay","ON","P7E 2H1","807-668-2676","807-348-1562","buck_kotow@aol.com","http://www.blackdrillcoinc.com"
"Toi","Rollison","Armored Transport Of Ca Inc","2 S Church St","Terrebonne","QC","J6W 1M9","450-714-2875","450-600-2803","toi_rollison@rollison.com","http://www.armoredtransportofcainc.com"
"Shanice","Pennel","Firm Security Systems Inc","31 N Canal St","Kingston","ON","K7L 2Y7","613-850-3405","613-270-1965","shanice.pennel@pennel.org","http://www.firmsecuritysystemsinc.com"
"Oliva","Ramerez","Summit Dynamics","8688 Manning Blvd #547","Calgary","AB","T2C 1W4","403-690-1059","403-350-8194","oramerez@yahoo.com","http://www.summitdynamics.com"
"Tamera","Crocker","Cooper & Kelley","652 Pacific Hwy","Edmonton","AB","T5C 3M1","780-833-7024","780-277-9997","tcrocker@cox.net","http://www.cooperkelley.com"
"Melvin","Rather","Milt Charno & Assoc Inc","8794 34th Ave","Drummondville","QC","J2B 3S8","819-418-3496","819-482-5865","melvin.rather@aol.com","http://www.miltcharnoassocinc.com"
"Essie","Fitzke","Artistic Gifts Inc","9 3rd St","Welshpool","NB","E5E 1G8","506-785-2719","506-849-4017","essie_fitzke@fitzke.org","http://www.artisticgiftsinc.com"
"Shay","Knieper","Raby, Paul Ed","571 Maiden Ln #7","Brossard","QC","J4X 1J9","450-806-3050","450-206-4846","shay.knieper@gmail.com","http://www.rabypauled.com"
"Ruby","Sensibaugh","Qualex Inc","637 Wright Rd","Coquitlam","BC","V3K 2P4","604-553-2468","604-317-7478","ruby@sensibaugh.com","http://www.qualexinc.com"
"Caren","Doscher","Personal Christianity Chapel","1770 Mission Ave","Calgary","AB","T3H 2S3","403-344-3614","403-519-4344","cdoscher@doscher.org","http://www.personalchristianitychapel.com"
"Frank","Amend","Preferred Service Group Inc","2583 Lincoln Blvd","Cambridge","ON","N1S 1A7","519-823-9369","519-225-9969","frank@yahoo.com","http://www.preferredservicegroupinc.com"
"Lasandra","Frisinger","Jmr Marketing & Graphics Corp","1 Highway 71 S","Abbotsford","BC","V2S 2G5","604-210-7413","604-366-8983","lfrisinger@cox.net","http://www.jmrmarketinggraphicscorp.com"
"Sommer","Frere","Bliss & Nyitray Inc","1309 Pitney Rd","Saint-Hubert","QC","J3Y 4R3","450-777-9643","450-890-4500","sfrere@yahoo.com","http://www.blissnyitrayinc.com"
"Gretchen","Mckeon","Nendels Inn/renton","809 W Bayshore Rd","Trail","BC","V1R 4Y2","250-617-7197","250-339-8016","gretchen.mckeon@gmail.com","http://www.nendelsinnrenton.com"
"Providencia","Marien","Pond, William S Md","83 Magnavox Way","Ottawa","ON","K2C 2V1","613-256-5226","613-926-6903","providencia.marien@marien.com","http://www.pondwilliamsmd.com"
"Lindsey","Arnoldi","Western States Petroleum Inc","87 Via Contenta","West Kelowna","BC","V1Z 2J2","250-387-4636","250-720-2097","larnoldi@arnoldi.com","http://www.westernstatespetroleuminc.com"
"Romana","Riesgraf","Sparta Engrg & Land Co Inc","986 Whitaker Way","Moncton","NB","E1A 6P3","506-310-3728","506-411-4545","romana_riesgraf@hotmail.com","http://www.spartaengrglandcoinc.com"
"Nobuko","Logwood","Ads Inc","612 York St","Sarnia","ON","N7V 3X4","519-739-4745","519-909-5200","nobuko.logwood@cox.net","http://www.adsinc.com"
"Shawnna","Arredondo","Ef International Lang Schls","4 N Brand Blvd","Orleans","ON","K4A 0V9","613-996-1062","613-366-7946","sarredondo@arredondo.com","http://www.efinternationallangschls.com"
"Doyle","Hathcox","Women For Meaningful Summits","48 Market St","Prince George","BC","V2M 1K4","250-227-4140","250-403-8074","doyle.hathcox@aol.com","http://www.womenformeaningfulsummits.com"
"Jacinta","Deppen","Orourke, Denis M Esq","1458 W Henry St","Nelson","BC","V1L 1A7","250-203-5054","250-989-4833","jdeppen@cox.net","http://www.orourkedenismesq.com"
"Tawanna","Kuamoo","Walker, L Mark Esq","380 Main St","Matane","QC","G4W 3G6","418-734-9693","418-227-5560","tawanna_kuamoo@gmail.com","http://www.walkerlmarkesq.com"
"Christa","Cloutier","Abc Financial Systems","743 Wolfert Ave","Calgary","AB","T2L 2G4","403-461-2407","403-717-1591","ccloutier@hotmail.com","http://www.abcfinancialsystems.com"
"Noe","Kotz","Bryant, Julian A Jr","3878 Little John Way","Salt Spring Island","BC","V8K 2T5","250-901-1245","250-491-3336","nkotz@kotz.org","http://www.bryantjulianajr.com"
"Ellen","Fajen","Kowall, Carol Esq","32 Marguerite Pky","Edmonton","AB","T6A 0L9","780-720-7927","780-624-5869","ellen.fajen@aol.com","http://www.kowallcarolesq.com"
"Tequila","Pelletier","Feldman Co Inc","6173 Landmeier Rd","Richmond Hill","ON","L4C 9T5","905-692-6934","905-353-9085","tequila_pelletier@cox.net","http://www.feldmancoinc.com"
"Tawny","Bonventre","Bell Mirror & Glass Inc","5 Middletown Blvd","Richmond","BC","V6Y 1L9","604-632-4346","604-611-1211","tbonventre@aol.com","http://www.bellmirrorglassinc.com"
"Rosalyn","Mcspedon","Elton Iron Co Inc","449 Oakwood Ave","Kingston","ON","K7K 3L3","613-362-7798","613-225-2285","rosalyn.mcspedon@mcspedon.org","http://www.eltonironcoinc.com"
"Noble","Miyata","Auto Trim Design","7059 E Kilbourn Ave #252","Tillsonburg","ON","N4G 4Y4","519-346-6651","519-309-8584","noble_miyata@gmail.com","http://www.autotrimdesign.com"
"Lucille","Hubbell","E Z Tel Dirctry Brkrs & Banks","8 General Dr","Nanaimo","BC","V9R 4Z4","250-904-7361","250-296-3277","lhubbell@yahoo.com","http://www.ezteldirctrybrkrsbanks.com"
"Azzie","Tuazon","Ruby Mfg & Sales","5518 Whippany Rd","Oakville","ON","L6L 6V2","905-208-4039","905-788-7893","azzie.tuazon@hotmail.com","http://www.rubymfgsales.com"
"Darci","Arau","Broadside Press","2 Hill Rd","Trois-Rivieres","QC","G8Z 3J2","819-294-4679","819-777-6760","darci@cox.net","http://www.broadsidepress.com"
"King","Suman","Meek & Associates Real Estate","79 Lexington Ave #83","Chicoutimi","QC","G7J 4W9","418-470-4541","418-316-1403","king@cox.net","http://www.meekassociatesrealestate.com"
"Denny","Zeanah","Associated Brokers Inc","339 W 1st St","Montreal","QC","H2Z 1P5","514-224-2722","514-928-4314","denny_zeanah@zeanah.com","http://www.associatedbrokersinc.com"
"Anissa","Frayer","Vend Alaska","7635 Run Subdivision","Surrey","BC","V3X 2L5","604-925-4225","604-973-3843","afrayer@frayer.com","http://www.vendalaska.com"
"Rosann","Heinricher","Ramapo Memorial Co","91 Nw 52nd Ave","Mirabel","QC","J7N 2E1","450-474-6397","450-357-6461","rosann_heinricher@heinricher.com","http://www.ramapomemorialco.com"
"Jeannine","Rippy","Huetter, Glen A Jr","7767 W Central Ave #2","Truro","NS","B2N 6J6","902-811-1450","902-423-9598","jeannine_rippy@rippy.com","http://www.huetterglenajr.com"
"Lashaun","Casteneda","Gerald A Coniglio Md/facs","894 Feather River Blvd","Edmonton","AB","T6L 4W9","780-751-5370","780-433-1426","lashaun.casteneda@casteneda.com","http://www.geraldaconigliomdfacs.com"
"Miesha","Walen","Nabisco Inc","2 Executive Blvd","Espanola","ON","P5E 1C1","705-646-4992","705-887-2415","miesha@aol.com","http://www.nabiscoinc.com"
"Marva","Kountz","Rabin, Daniel S Esq","1 N Main St #16","Etobicoke","ON","M9A 0A5","416-494-3939","416-280-4764","marva@gmail.com","http://www.rabindanielsesq.com"
"Dion","Lamastus","National Compugraphix Inc","44 S Highland Dr","Albanel","QC","G8M 3P2","418-212-6756","418-702-5515","dion_lamastus@lamastus.com","http://www.nationalcompugraphixinc.com"
"Hassie","Sarkin","Eisen, Lisa","958 Airline Dr","Valley","NS","B6L 2X2","902-210-1513","902-488-5113","hassie_sarkin@aol.com","http://www.eisenlisa.com"
"Jin","Perry","Arens Publications & Printing","18 Cameron St","Etobicoke","ON","M9C 2W4","416-463-6411","416-752-6995","jin_perry@gmail.com","http://www.arenspublicationsprinting.com"
"Demetra","Peth","Irvine, Stephanie B Esq","79 E Jackson St","Sherbrooke","QC","J1K 1C5","819-858-7901","819-901-7854","demetra_peth@aol.com","http://www.irvinestephaniebesq.com"
"Irene","Benauides","Bilicic, Kimberly A Esq","45 19th St","Lyttleton","NB","E9E 1Y1","506-251-3150","506-991-8808","irene.benauides@gmail.com","http://www.bilicickimberlyaesq.com"
"Colton","Pesqueira","Willow Foods Inc","305 Industrial Blvd","Oakville","ON","L6H 6M8","905-796-8265","905-477-4223","cpesqueira@hotmail.com","http://www.willowfoodsinc.com"
"William","Cilento","Boland, William T Jr","1434 Ash St","Trochu","AB","T0M 2C0","403-251-6126","403-444-7192","william.cilento@gmail.com","http://www.bolandwilliamtjr.com"
"Shannan","Cupit","Golden West Machine Inc","6 S San Marcos Rd","North York","ON","M2N 2B8","416-266-5891","416-311-5786","shannan@cox.net","http://www.goldenwestmachineinc.com"
"Shelba","Kast","Mccarn Enterprises Inc","56 Washington Rd","Halifax","NS","B3K 2C1","902-654-7334","902-472-5783","shelba.kast@yahoo.com","http://www.mccarnenterprisesinc.com"
"Dorcas","Diebold","Tradition Music Co","8899 E Slauson Ave","Mississauga","ON","L5M 4A7","905-860-8703","905-269-7682","dorcas_diebold@diebold.com","http://www.traditionmusicco.com"
"Rochell","Wetherby","Img Scene Internet Multimedia","142 E 57th Ave #2","Amqui","QC","G5J 1E2","418-362-9768","418-405-7721","rwetherby@wetherby.org","http://www.imgsceneinternetmultimedia.com"
"Amber","Windell","Rose & Co Management Cnslnts","41 Augusta Hwy","Richmond","BC","V6X 3S2","604-864-2113","604-902-5812","amber.windell@cox.net","http://www.rosecomanagementcnslnts.com"
"Stefanie","Prinkey","Cheyenne Business Equipment","985 Joyce St","Surrey","BC","V3R 4T5","604-833-9067","604-290-6830","stefanie_prinkey@prinkey.org","http://www.cheyennebusinessequipment.com"
"Kenia","Sharples","Marc Hotels & Resorts Inc","611 Grand Ave","Calgary","AB","T2J 1Y3","403-341-7208","403-217-4166","kenia_sharples@hotmail.com","http://www.marchotelsresortsinc.com"
"Jacquline","Libbey","Gwinn, Malcolm S Esq","647 S Rainbow Blvd Bldg #4577","Cap-aux-Meules","QC","G4T 1M6","418-682-7368","418-860-7541","jacquline@cox.net","http://www.gwinnmalcolmsesq.com"
"Lavina","Michelet","Environmental Data Resources","2719 N Delaware St","Anjou","QC","H1M 1X5","514-842-3549","514-309-7294","lavina.michelet@michelet.org","http://www.environmentaldataresources.com"
"Billi","Kazar","Bogart, Edward J Esq","71 Linden Ave","Surrey","BC","V3W 9G2","604-458-2387","604-624-1119","bkazar@hotmail.com","http://www.bogartedwardjesq.com"
"Aron","Leuthold","Huber, J R Esq","9 Park St","Chilliwack","BC","V2P 3X4","604-637-3549","604-910-5870","aron_leuthold@leuthold.com","http://www.huberjresq.com"
"Annice","Tartar","Computer Services","430 State Route 10 #7548","Sherbrooke","QC","J1N 0H6","819-342-1651","819-685-5153","atartar@cox.net","http://www.computerservices.com"
"Hyun","Zarazua","V R Food Equipt Sales Inc","8718 N 13th Ave","Chatham","ON","N7L 5C4","519-287-4120","519-450-3369","hyun_zarazua@cox.net","http://www.vrfoodequiptsalesinc.com"
"Shala","Ogle","Plaza Inn","4956 Midway Rd #65","Fatima","QC","G4T 2N4","418-823-9061","418-311-3882","shala_ogle@ogle.org","http://www.plazainn.com"
"Shasta","Canonico","Rob Young Ldo","71 West Ave","Sault Ste. Marie","ON","P6C 2C8","705-531-2796","705-277-5384","shasta_canonico@aol.com","http://www.robyoungldo.com"
"Wenona","Braseth","Weinbren, Don B Esq","7 Ramon Rd","Beloeil","QC","J3G 2C1","450-751-1928","450-619-1328","wenona.braseth@braseth.org","http://www.weinbrendonbesq.com"
"Marla","Gallati","Peking Garden","922 Railroad Ave #7063","Lachine","QC","H8R 1R7","514-872-9323","514-803-7622","mgallati@gmail.com","http://www.pekinggarden.com"
"Myra","Palenik","Evans, Gerald H Esq","5661 Harding St","Montmagny","QC","G5V 1N6","418-930-7475","418-341-2016","myra_palenik@palenik.com","http://www.evansgeraldhesq.com"
"Lawanda","Jacocks","Houma Fabricators Inc","92 A Glenneyre Ave","Cranbrook","BC","V1C 4E3","250-226-8113","250-239-2228","lawanda.jacocks@gmail.com","http://www.houmafabricatorsinc.com"
"Curt","Kohlman","Bowden, Mona M Esq","5 Westbranch Dr #36","Saskatoon","SK","S7M 3S3","306-739-3437","306-337-6391","ckohlman@hotmail.com","http://www.bowdenmonamesq.com"
"Susy","Finstad","Weiner, Sheldon Md","6 N Town East Blvd","Calgary","AB","T2X 0J3","403-571-8756","403-470-2657","sfinstad@aol.com","http://www.weinersheldonmd.com"
"Kathrine","Kaper","Davis, Maxon R Esq","100 Rombouts Ave","Halifax","NS","B3N 2X2","902-500-1564","902-523-2488","kkaper@aol.com","http://www.davismaxonresq.com"
"Oneida","Pospishil","Katherine Goldman Pc","5 E King St #6","Victoriaville","QC","G6T 1N5","819-511-9240","819-899-6940","opospishil@aol.com","http://www.katherinegoldmanpc.com"
"Allene","Perera","M T I Corp","7167 Bethlehem Pike #80","Etobicoke","ON","M9P 1J9","416-681-6822","416-806-8070","allene@yahoo.com","http://www.mticorp.com"
"Leonardo","Leahman","Jacks, Gerald H Esq","80 Wisconsin Ave","Calgary","AB","T2L 1X5","403-328-5056","403-988-3938","leonardo@aol.com","http://www.jacksgeraldhesq.com"
"Nakisha","Russi","Builders General Supply Co","8265 W Camelback Rd","Lethbridge","AB","T1H 6T3","403-513-9660","403-207-3764","nakisha_russi@russi.com","http://www.buildersgeneralsupplyco.com"
"Stephanie","Rolling","Gaber Nyman & Co","45 S Cedar Ridge Dr","Lloydminster","SK","S9V 1T4","306-510-5011","306-312-8273","srolling@rolling.org","http://www.gabernymanco.com"
"Florinda","Haycock","Janik, Frank J Iii","6096 N Michigan Ave","Gatineau","QC","J8P 4L6","819-820-6568","819-888-4209","florinda_haycock@cox.net","http://www.janikfrankjiii.com"
"Merri","Geberth","Juniata College","4 Beaverbrook Rd","Winnipeg","MB","R2P 2J7","204-894-9221","204-710-5400","merri.geberth@geberth.com","http://www.juniatacollege.com"
"Malcom","Vereen","Weso Radio Station","548 Midland Ave","Windsor","ON","N8T 1V1","519-334-1058","519-795-5709","malcom.vereen@yahoo.com","http://www.wesoradiostation.com"
"Louvenia","Abney","L M Mccown & Son Co","6 Friendship Dr #5055","Prince Albert","SK","S6V 6A4","306-256-9309","306-636-7201","louvenia_abney@hotmail.com","http://www.lmmccownsonco.com"
"Alita","Borlace","Medicine Shoppe","5 S Gage St #6175","Kenora","ON","P9N 1K7","807-289-5397","807-686-6411","alita_borlace@yahoo.com","http://www.medicineshoppe.com"
"Noemi","Ill","Lafayette Apprl Producers Inc","18 Nw 6th St","Sault Ste. Marie","ON","P6B 2W6","705-414-4712","705-511-8123","noemi_ill@ill.com","http://www.lafayetteapprlproducersinc.com"
"Nydia","Ancar","C C Industries","5 Pittsford Victor Rd","Edmonton","AB","T5V 1M7","780-924-8022","780-910-8459","nydia.ancar@ancar.com","http://www.ccindustries.com"
"Hana","Meisel","Whitehead, David Barry Esq","6 E Rand Rd #73","Calgary","AB","T2J 1G9","403-696-7108","403-666-1982","hana.meisel@yahoo.com","http://www.whiteheaddavidbarryesq.com"
"Noel","Marrazzo","Market Decisions Inc","91 E Cary St","Camrose","AB","T4V 2Y4","780-447-2249","780-642-7492","noel@cox.net","http://www.marketdecisionsinc.com"
"Brice","Rowe","Maryland Match Corp","5 New Circle Rd Ne","Belleville","ON","K8N 1R9","613-631-9322","613-763-3880","brice_rowe@aol.com","http://www.marylandmatchcorp.com"
"Nguyet","Kitchens","Institute For Human Dev","68 Nw Raleigh St #88","Red Deer","AB","T4N 2H5","403-883-4097","403-244-5802","nguyet_kitchens@yahoo.com","http://www.instituteforhumandev.com"
"Janae","Mair","Park Avenue Audio Inc","8 S Mcmullen Dr #38","Ajax","ON","L1T 1R5","905-501-5086","905-960-1879","janae_mair@cox.net","http://www.parkavenueaudioinc.com"
"Darrel","Makley","Alliedsignal Engines","6 N Volusia Ave #2","Baie-Sainte-Anne","NB","E9A 1P1","506-839-5378","506-861-3998","dmakley@yahoo.com","http://www.alliedsignalengines.com"
"Genevieve","Milionis","J & M Janitorial Supplies","5 Cedar St","Sault Ste. Marie","ON","P6B 5Y9","705-467-4142","705-764-8815","genevieve.milionis@hotmail.com","http://www.jmjanitorialsupplies.com"
"Giovanna","Bacho","Rumford Aquarium Inc","71 S Newtown St","North Vancouver","BC","V7M 3J6","604-203-8085","604-451-5124","giovanna@cox.net","http://www.rumfordaquariuminc.com"
"Shelton","Spannuth","Bell, David M Esq","4 Bloomfield Ave #5","Brandon","MB","R7B 1N3","204-364-5889","204-941-7224","shelton.spannuth@yahoo.com","http://www.belldavidmesq.com"
"Alison","Mahlum","Walter Jerome Inc","841 N Monroe St","Belleville","ON","K8N 2W3","613-862-3122","613-259-2601","alison_mahlum@hotmail.com","http://www.walterjeromeinc.com"
"Maynard","Zufall","Larkin, Jay Robert Esq","5094 Poway Rd","Vancouver","BC","V5X 4K1","604-875-7745","604-708-6687","mzufall@gmail.com","http://www.larkinjayrobertesq.com"
"Timothy","Bussert","Purdy, Angeline Esq","43 Winnetka Ave","Toronto","ON","M4C 3Y1","416-521-5624","416-250-5767","timothy@bussert.com","http://www.purdyangelineesq.com"
"Viola","Eddens","Hales Corners Village Printing","51 S Hulen St","Grand Manan","NB","E5G 3A8","506-772-3108","506-649-5102","veddens@eddens.org","http://www.halescornersvillageprinting.com"
"Luann","Michon","Macnaughton Einson Graphics","5 Goddard Rd","Montreal","QC","H2S 2G9","514-578-7262","514-640-1941","luann@cox.net","http://www.macnaughtoneinsongraphics.com"
"Mable","Goerke","Detroit Newspapers","7 Woodbridge Ave","Toronto","ON","M6P 2V5","416-867-5879","416-871-4317","mable_goerke@cox.net","http://www.detroitnewspapers.com"
"Sabine","Kaea","Westerman, Bryan","48 Lower Ragsdale Dr #1349","Brampton","ON","L6W 1A8","905-586-1138","905-717-7451","sabine@gmail.com","http://www.westermanbryan.com"
"Dolores","Moltz","Auto Exchange","80 S Beckley St","Fredericton","NB","E3B 2P9","506-216-2028","506-284-7449","dolores@yahoo.com","http://www.autoexchange.com"
"Hannah","Suero","Confish Inc","3314 Hawthorne St","Oakville","ON","L6L 3G9","905-543-3967","905-828-9745","hsuero@yahoo.com","http://www.confishinc.com"
"Sonia","Blan","Kinkos Copies","924 W Saint Mary Blvd","Deer Lake","NL","A8A 2A6","709-512-6346","709-699-3892","sblan@blan.com","http://www.kinkoscopies.com"
"Cletus","Stapels","Fewel Northwest Inc","9713 Wilbur Ave #163","Edmonton","AB","T6P 1K3","780-674-7330","780-675-7361","cletus_stapels@cox.net","http://www.fewelnorthwestinc.com"
"Asha","Zoldak","Ducson Sportswear Inc","4 Gray Ave","Saint-Stanislas","QC","G8L 7B6","418-470-9730","418-997-7008","asha_zoldak@hotmail.com","http://www.ducsonsportswearinc.com"
"Verlene","Billow","Capital Environ Drill Svc Inc","8528 A Park Rd","Brampton","ON","L6P 0X3","905-486-5455","905-421-9573","vbillow@billow.com","http://www.capitalenvirondrillsvcinc.com"
"Yesenia","Giglio","Basque Plastics Corp","1262 W 19th St","Janeville","NB","E2A 5K7","506-858-9797","506-709-4563","yesenia@cox.net","http://www.basqueplasticscorp.com"
"Tayna","Sine","Bailey, Lesli Esq","99 Garfield Ave #370","Burlington","ON","L7R 3Y8","905-334-8817","905-989-2244","tayna_sine@sine.com","http://www.baileylesliesq.com"
"Verona","Jobst","M C Green & Sons","9041 Grand Plaza Plac","Montreal","QC","H3V 1E3","514-842-7487","514-879-3678","verona_jobst@jobst.org","http://www.mcgreensons.com"
"Denae","Eggers","Brookwood Inn","475 S Figueroa St","Winnipeg","MB","R2K 3B5","204-341-2445","204-723-2394","denae_eggers@gmail.com","http://www.brookwoodinn.com"
"Rikki","Montalgo","Emergency Management","7 Lagrange St #10","Montreal","QC","H2K 3M3","514-472-6857","514-563-2884","rikki@montalgo.com","http://www.emergencymanagement.com"
"Nan","Weekly","Kates Boylston Publicatns Inc","16 Ridge Center","London","ON","N5Y 5M9","519-928-8049","519-430-6684","nan@weekly.com","http://www.katesboylstonpublicatnsinc.com"
"Sherell","Despain","Colonial Color Corp","66 62nd St #30","Surrey","BC","V3R 6N7","604-344-4458","604-936-4021","sdespain@hotmail.com","http://www.colonialcolorcorp.com"
"Coral","Brennick","Barbour, Michael J Esq","15 Ludlow Ave #156","Boucherville","QC","J4B 1R5","450-480-7421","450-246-6043","coral.brennick@brennick.com","http://www.barbourmichaeljesq.com"
"Phyliss","Huelse","Best Western Doublewood Inn","672 Neil Armstrong St #59","Lethbridge","AB","T1K 2L9","403-540-2604","403-247-1100","phyliss_huelse@aol.com","http://www.bestwesterndoublewoodinn.com"
"Jesse","Wida","Mt Plsnt Dly Tribune Sunday","1 E Gabilan St","Burlington","ON","L7T 3Y9","905-356-4735","905-744-5778","jesse@wida.com","http://www.mtplsntdlytribunesunday.com"
"Latonia","Helander","Gebhardt & Smith","6325 Statesville Rd","Brampton","ON","L6V 4R8","905-723-5674","905-209-4309","latonia@helander.com","http://www.gebhardtsmith.com"
"Aimee","Clozza","Cdm Transportation","7 N Wacker Dr #42","Ottawa","ON","K1K 0K4","613-804-8102","613-832-9403","aimee_clozza@clozza.org","http://www.cdmtransportation.com"
"Marcelle","Staie","Butler, Frank B Esq","76 N Harlem Ave","Stoney Creek","ON","L8E 4S4","905-817-1934","905-209-2680","marcelle_staie@aol.com","http://www.butlerfrankbesq.com"
"Ilda","Schuring","Secaucus Guide Book","80 Ringwood Ave #7","St. Albert","AB","T8N 1L5","780-830-2958","780-287-2408","ilda_schuring@schuring.com","http://www.secaucusguidebook.com"
"Aileen","Klukken","Stamper, Gerald Esq","8 Wilfong Ln","North York","ON","M2N 2T3","416-390-4510","416-717-1243","aklukken@klukken.com","http://www.stampergeraldesq.com"
"Davida","Zeng","Conway, John J Esq","8881 Hopkins St","Sainte-Sophie","QC","J5J 2B5","450-375-8192","450-274-3903","davida_zeng@yahoo.com","http://www.conwayjohnjesq.com"
"Beata","Rubarts","Jay N Bee Office Solutions Ltd","19 Torresdale Ave #58","Victoria","BC","V8X 1R2","250-808-6765","250-421-9805","beata_rubarts@aol.com","http://www.jaynbeeofficesolutionsltd.com"
"Angelyn","Wieand","Edith Flagg Inc","79 Craig Rd","Brampton","ON","L6X 0E3","905-838-3914","905-637-2696","angelyn_wieand@wieand.com","http://www.edithflagginc.com"
"Claudio","Hummell","Blatt, Harold G Esq","432 Eastman Ave","Calgary","AB","T3L 2H1","403-481-8843","403-734-2361","claudio_hummell@hotmail.com","http://www.blattharoldgesq.com"
"Krystal","Twyman","Shell Western Hills","9 Garcia Ave #38","Scarborough","ON","M1C 1N8","416-712-8230","416-253-3534","ktwyman@gmail.com","http://www.shellwesternhills.com"
"Adela","Echegoyen","Fpa Corp","128 W Kellogg Dr","Burnaby","BC","V5B 4L5","604-571-8392","604-693-8094","adela.echegoyen@echegoyen.org","http://www.fpacorp.com"
"Ryan","Phibbs","Citrus Power Equipment","7827 Commercial St Se #37","Regina","SK","S4V 3B8","306-621-2626","306-246-7105","rphibbs@gmail.com","http://www.citruspowerequipment.com"
"Edmond","Buettner","Eden Bail Bond Information Ctr","67 N Washington Ave #960","Saint-Eustache","QC","J7P 1A5","450-829-7834","450-808-1619","edmond_buettner@buettner.org","http://www.edenbailbondinformationctr.com"
